WORDS_ID,VOCAB_WORD,FREQUENCY
548,tm,297
549,wonder,296
550,john,296
551,social,296
552,almost,296
553,econom,296
554,singl,296
555,publish,296
556,discov,295
557,red,295
558,reach,294
559,similar,293
560,everyon,293
561,transact,292
562,close,292
563,view,291
564,particular,290
565,fail,290
566,execut,289
567,pass,289
568,sound,286
569,depend,284
570,privat,284
571,profit,283
572,women,283
573,perform,283
574,attack,282
575,broadcast,282
576,newslett,279
577,paid,278
578,automat,278
579,effort,277
580,contract,277
581,statement,277
582,media,276
583,mark,276
584,delet,276
585,foreign,275
586,begin,274
587,compil,273
588,final,272
589,sequenc,272
590,regist,271
591,miss,271
592,spamassassin,270
593,bush,270
594,cell,268
595,x,268
596,figur,268
597,command,267
598,handl,267
599,stock,267
600,correct,266
601,header,266
602,action,265
603,locat,265
604,tuesday,264
605,display,264
606,game,264
607,pick,264
608,transfer,263
609,templ,263
610,wo,262
611,hat,262
612,disk,262
613,digit,261
614,produc,261
615,chris,261
616,soon,260
617,event,260
618,known,259
619,track,257
620,print,256
621,articl,256
622,longer,255
623,common,255
624,tax,254
625,short,254
626,properti,253
627,function,253
628,pretti,252
629,mention,252
630,toner,251
631,default,250
632,store,250
633,dear,250
634,commiss,250
635,men,250
636,debt,249
637,hous,248
638,oblig,248
639,upgrad,247
640,microsoft,247
641,sun,247
642,respect,247
643,script,246
644,organ,246
645,due,246
646,serious,246
647,enenkio,245
648,bulk,245
649,imag,245
650,payment,244
651,administr,244
652,weight,244
653,freedom,243
654,daili,243
655,along,243
656,health,243
657,practic,242
658,net,242
659,worth,241
660,cartridg,241
661,billion,241
662,offici,241
663,usa,241
664,capit,241
665,propos,241
666,languag,240
667,strategi,240
668,clean,240
669,resourc,240
670,came,240
671,main,240
672,late,239
673,half,239
674,leav,239
675,anyway,239
676,concern,238
677,platform,238
678,street,237
679,remain,237
680,devic,236
681,html,236
682,assum,236
683,lost,235
684,car,235
685,ok,234
686,review,234
687,tire,234
688,ignor,233
689,head,232
690,interact,232
691,tue,232
692,respond,231
693,independ,231
694,went,231
695,thu,231
696,hear,231
697,deliv,230
698,taken,230
699,tablet,230
700,communiti,229
701,perhap,228
702,bring,228
703,compar,227
704,configur,227
705,accord,227
706,averag,226
707,qualifi,226
708,watch,225
709,fine,225
710,pc,225
711,space,225
712,press,225
713,invok,224
714,retail,223
715,school,223
716,recommend,223
717,expens,223
718,n,222
719,near,222
720,fee,222
721,fall,221
722,host,221
723,enabl,221
724,field,221
725,memori,221
726,membership,221
727,extrem,221
728,guess,220
729,huge,220
730,consult,220
731,suit,219
732,edit,219
733,usual,219
734,xml,219
735,choos,218
736,except,218
737,agre,217
738,advantag,217
739,warn,217
740,en,216
741,port,216
742,previous,215
743,materi,215
744,normal,215
745,region,215
746,side,214
747,abil,214
748,educ,214
749,announc,213
750,strong,213
751,basic,213
752,fri,213
753,five,212
754,although,212
755,paper,212
756,dream,212
757,drop,212
758,cheer,212
759,item,212
760,guy,212
761,told,212
762,readi,211
763,growth,211
764,spend,211
765,hold,211
766,vulner,211
767,confidenti,211
768,electron,210
769,model,210
770,win,210
771,instant,210
772,replac,210
773,left,209
774,face,209
775,interfac,208
776,unseen,208
777,studi,208
778,loss,207
779,reserv,207
780,mon,207
781,dvd,207
782,altern,207
783,safe,206
784,kingdom,206
785,intend,206
786,choic,205
787,approv,205
788,implement,203
789,perfect,203
790,id,202
791,histori,202
792,multipl,202
793,oz,202
794,rest,202
795,situat,201
796,commerci,201
797,moment,200
798,extra,200
799,obvious,199
800,section,198
801,investig,198
802,insid,198
803,chanc,198
804,employ,198
805,combin,198
806,togeth,198
807,coupl,197
808,initi,197
809,purpos,197
810,pictur,197
811,night,196
812,confirm,196
813,goe,196
814,advanc,196
815,court,195
816,j,195
817,unless,195
818,across,195
819,monday,195
820,break,195
821,avoid,195
822,util,195
823,burn,194
824,object,194
825,fair,194
826,fals,194
827,energi,193
828,express,192
829,score,192
830,video,191
831,et,191
832,male,191
833,societi,191
834,india,191
835,owner,190
836,took,190
837,indic,190
838,sens,189
839,p,189
840,count,189
841,speed,188
842,suppos,188
843,agenc,188
844,filter,188
845,various,188
846,four,187
847,procedur,187
848,die,187
849,anywher,187
850,profil,187
851,especi,186
852,black,186
853,uniqu,186
854,match,186
855,gpl,186
856,seek,186
857,amaz,186
858,period,186
859,ventur,186
860,sex,185
861,piec,185
862,kevin,185
863,consum,185
864,adam,184
865,behalf,184
866,spammer,184
867,whatev,184
868,investor,184
869,class,183
870,popul,183
871,color,183
872,knowledg,183
873,explain,183
874,setup,183
875,signific,183
876,gain,182
877,cut,182
878,latest,182
879,remot,182
880,oh,182
881,tip,182
882,dagga,181
883,militari,181
884,unison,181
885,atol,181
886,block,180
887,la,180
888,ftp,180
889,unix,179
890,south,179
891,gari,179
892,marshal,179
893,googl,179
894,lawrenc,179
895,poor,178
896,tv,178
897,patch,178
898,switch,177
899,smoke,177
900,team,177
901,valuabl,177
902,establish,177
903,shop,177
904,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,176
905,imagin,176
906,java,176
907,ragga,176
908,integr,175
909,prevent,175
910,robert,174
911,attempt,173
912,boot,173
913,prepar,173
914,third,173
915,will,172
916,privaci,172
917,folk,172
918,particip,172
919,hardwar,171
920,heard,171
921,necessari,171
922,sorri,171
923,manual,171
924,sometim,170
925,congress,170
926,york,170
927,bottl,170
928,tag,170
929,screen,170
930,saou,170
931,reduc,170
932,china,169
933,fastest,169
934,backup,168
935,stand,168
936,cover,168
937,sa,168
938,depart,168
939,enjoy,168
940,valid,168
941,alb,167
942,path,167
943,mass,167
944,regul,167
945,obtain,167
946,driver,167
947,goal,167
948,capabl,166
949,lower,166
950,competit,166
951,botan,166
952,fulli,165
953,h,165
954,speak,165
955,promis,165
956,land,165
957,medic,164
958,firm,164
959,apolog,163
960,extend,163
961,deathtospamdeathtospamdeathtospam,163
962,lowest,163
963,scienc,163
964,traffic,163
965,thus,163
966,introduc,163
967,describ,162
968,defin,162
969,movi,162
970,troubl,161
971,titl,161
972,paul,161
973,proper,161
974,exchang,160
975,film,160
976,cvs,160
977,regular,159
978,wireless,159
979,easier,159
980,sender,158
981,decis,158
982,osdn,158
983,rang,158
984,f,158
985,os,158
986,death,157
987,technic,157
988,approach,157
989,predict,156
990,murphi,156
991,earli,156
992,six,156
993,white,155
994,beberg,155
995,written,155
996,commit,155
997,redhat,155
998,fat,155
999,fortun,155
1000,king,154
1001,kill,154
1002,worri,154
1003,telephon,154
1004,sold,154
1005,apt,154
1006,negat,154
1007,im,154
1008,mobil,153
1009,ham,153
1010,music,153
1011,seventh,153
1012,michael,153
1013,uk,153
1014,judgment,153
1015,economi,152
1016,desir,152
1017,premium,152
1018,attach,152
1019,ensur,152
1020,north,152
1021,opinion,152
1022,father,152
1023,definit,151
1024,appar,151
1025,focus,151
1026,faster,151
1027,deserv,151
1028,player,151
1029,librari,150
1030,achiev,150
1031,argument,150
1032,archiv,150
1033,button,150
1034,adult,150
1035,separ,149
1036,enterpris,149
1037,travel,149
1038,bar,149
1039,techniqu,149
1040,threat,148
1041,demand,148
1042,cooper,148
1043,expert,148
1044,board,147
1045,browser,146
1046,condit,145
1047,anim,145
1048,outsid,145
1049,hello,145
1050,modul,145
1051,david,144
1052,stay,144
1053,terrorist,144
1054,elimin,144
1055,enhanc,144
1056,estat,144
1057,dave,144
1058,attent,144
1059,wide,144
1060,children,143
1061,determin,143
1062,repres,143
1063,drug,143
1064,virtual,143
1065,pain,143
1066,cabl,143
1067,wall,143
1068,sincer,143
1069,environ,142
1070,gnupg,142
1071,washington,142
1072,kid,142
1073,modifi,142
1074,held,142
1075,declar,142
1076,fun,141
1077,permiss,141
1078,danger,141
1079,w,140
1080,l,140
1081,relev,140
1082,g,140
1083,iii,140
1084,confid,140
1085,sum,139
1086,air,139
1087,canada,139
1088,programm,139
1089,rich,139
1090,diet,139
1091,cat,139
1092,none,138
1093,popular,138
1094,exclus,138
1095,equip,138
1096,cc,138
1097,forev,137
1098,proven,137
1099,excel,136
1100,bitbitch,136
1101,bottom,136
1102,justin,136
1103,usd,135
1104,paragraph,135
1105,expand,135
1106,surpris,135
1107,central,135
1108,excit,134
1109,virus,134
1110,factor,134
1111,former,134
1112,sexual,134
1113,string,134
1114,centuri,134
1115,friday,134
1116,skip,134
1117,monitor,133
1118,relationship,133
1119,challeng,133
1120,dead,133
1121,identifi,133
1122,anybodi,133
1123,behind,132
1124,director,132
1125,terror,132
1126,toward,132
1127,asset,132
1128,appreci,132
1129,exercis,131
1130,girl,131
1131,confer,131
1132,sweet,131
1133,defens,130
1134,progress,130
1135,among,130
1136,whose,130
1137,discoveri,130
1138,citizen,130
1139,rais,130
1140,rh,130
1141,unsolicit,130
1142,sampl,129
1143,west,129
1144,fit,129
1145,hettinga,129
1146,thread,129
1147,stupid,129
1148,road,129
1149,difficult,129
1150,confus,129
1151,msgs,129
1152,colleg,128
1153,partit,128
1154,lender,128
1155,le,128
1156,intellig,128
1157,smart,128
1158,spain,128
1159,illeg,128
1160,entri,128
1161,photo,128
1162,solv,127
1163,octob,127
1164,reader,127
1165,earth,127
1166,chief,127
1167,william,127
1168,acquir,127
1169,tie,127
1170,serv,127
1171,seri,127
1172,verifi,126
1173,refin,126
1174,european,126
1175,largest,126
1176,measur,126
1177,tree,126
1178,mode,125
1179,extract,125
1180,san,125
1181,french,125
1182,equival,124
1183,built,124
1184,peac,124
1185,reliabl,123
1186,oct,123
1187,laptop,123
1188,procmail,123
1189,resid,123
1190,slow,123
1191,mac,123
1192,conveni,123
1193,lock,123
1194,brian,122
1195,datapow,122
1196,suse,122
1197,categori,122
1198,tradit,122
1199,inlin,122
1200,africa,121
1201,front,121
1202,tim,121
1203,useless,121
1204,graphic,121
1205,warranti,121
1206,deliveri,120
1207,leader,120
1208,voic,120
1209,ident,120
1210,cach,120
1211,europ,120
1212,ten,119
1213,capillari,119
1214,annuiti,119
1215,femal,119
1216,evid,119
1217,emerg,119
1218,pattern,119
1219,gnu,118
1220,campaign,118
1221,fire,118
1222,desktop,118
1223,compat,118
1224,occur,118
1225,art,118
1226,random,118
1227,cultur,117
1228,therefor,117
1229,abus,117
1230,gift,117
1231,young,117
1232,higher,116
1233,physic,116
1234,institut,116
1235,herba,116
1236,satellit,116
1237,concept,116
1238,aid,115
1239,june,115
1240,walk,115
1241,brand,115
1242,inde,115
1243,thursday,115
1244,deposit,115
1245,launch,115
1246,convers,115
1247,nigeria,114
1248,otherwis,114
1249,concentr,114
1250,ms,114
1251,degre,114
1252,roll,114
1253,revenu,114
1254,doubt,114
1255,contribut,114
1256,arriv,113
1257,forget,113
1258,honor,113
1259,wife,113
1260,repositori,113
1261,pacif,113
1262,yeah,113
1263,unlimit,113
1264,background,113
1265,compet,113
1266,succeed,113
1267,weapon,113
1268,classifi,113
1269,light,113
1270,carri,113
1271,indian,113
1272,echo,113
1273,assur,112
1274,listen,112
1275,affili,112
1276,realiz,112
1277,fight,112
1278,effici,112
1279,conflict,112
1280,token,112
1281,recipi,112
1282,critic,112
1283,discount,111
1284,isp,111
1285,unfortun,111
1286,tech,111
1287,password,111
1288,powel,111
1289,app,111
1290,extens,111
1291,storag,111
1292,percent,111
1293,sat,111
1294,detect,110
1295,jabber,110
1296,sit,110
1297,sleep,110
1298,hot,110
1299,water,110
1300,civil,110
1301,hermio,110
1302,basi,110
1303,intro,109
1304,alsa,109
1305,garrigu,109
1306,printer,109
1307,kept,109
1308,panel,109
1309,output,109
1310,substanti,109
1311,attract,108
1312,enemi,108
1313,god,108
1314,tabl,108
1315,catch,108
1316,ip,108
1317,pull,108
1318,descript,108
1319,proprietari,108
1320,scan,108
1321,mine,108
1322,worldwid,108
1323,inc,108
1324,jm,107
1325,truth,107
1326,nobodi,107
1327,joe,107
1328,v,107
1329,disabl,107
1330,revers,107
1331,saw,107
1332,pudg,107
1333,wednesday,107
1334,index,107
1335,advic,107
1336,manufactur,106
1337,seven,106
1338,gone,106
1339,patent,106
1340,rpms,106
1341,vendor,106
1342,euro,106
1343,structur,106
1344,analysi,106
1345,agreement,106
1346,specifi,105
1347,lack,105
1348,k,105
1349,franc,105
1350,alon,105
1351,room,105
1352,balanc,105
1353,vote,105
1354,decad,105
1355,morn,105
1356,prompt,105
1357,cool,105
1358,jame,105
1359,teach,105
1360,awar,104
1361,boston,104
1362,california,104
1363,editor,104
1364,wast,104
1365,charact,104
1366,whitelist,104
1367,status,104
1368,gold,104
1369,polic,103
1370,construct,103
1371,treat,103
1372,zip,103
1373,innov,103
1374,career,102
1375,tom,102
1376,clue,102
1377,journal,102
1378,financ,102
1379,insert,102
1380,temperatur,102
1381,theori,102
1382,trick,102
1383,u,102
1384,encourag,101
1385,son,101
1386,ultim,101
1387,constitut,101
1388,impress,101
1389,afford,101
1390,int,101
1391,greater,101
1392,spec,101
1393,dvds,101
1394,gcc,101
1395,incred,101
1396,touch,101
1397,flag,101
1398,middl,101
1399,peni,100
1400,ebay,100
1401,usag,100
1402,attorney,100
1403,cent,100
1404,correspond,100
1405,brain,100
1406,anymor,100
1407,greg,99
1408,boy,99
1409,dan,99
1410,wake,99
1411,jim,99
1412,mechan,99
1413,summari,99
1414,blank,99
1415,hp,99
1416,mother,99
1417,annual,99
1418,blood,99
1419,trial,99
1420,larger,99
1421,input,99
1422,master,99
1423,el,98
1424,stream,98
1425,hate,98
1426,urgent,98
1427,democrat,98
1428,mike,98
1429,cbyi,98
1430,suffer,98
1431,pound,97
1432,perman,97
1433,advis,97
1434,cheap,97
1435,suspect,96
1436,speech,96
1437,varieti,96
1438,star,96
1439,most,96
1440,skeptic,96
1441,smtp,96
1442,php,96
1443,flow,96
1444,underwrit,96
1445,judg,96
1446,percentag,95
1447,instanc,95
1448,des,95
1449,behavior,95
1450,warm,95
1451,dynam,95
1452,delay,95
1453,wealth,95
1454,mistak,95
1455,vacat,95
1456,eye,94
1457,super,94
1458,destruct,94
1459,keyboard,94
1460,dark,94
1461,toni,94
1462,earlier,94
1463,binari,94
1464,comfort,94
1465,republ,94
1466,ban,93
1467,mailer,93
1468,channel,93
1469,reveal,93
1470,ireland,93
1471,affect,93
1472,firewal,93
1473,laserjet,93
1474,rick,93
1475,woman,93
1476,arm,93
1477,rock,93
1478,heart,93
1479,telecom,93
1480,termin,93
1481,menu,93
1482,fresh,93
1483,motiv,92
1484,knew,92
1485,rss,92
1486,english,92
1487,tend,92
1488,strict,92
1489,consolid,92
1490,steve,92
1491,char,92
1492,essenti,92
1493,consist,91
1494,prospect,91
1495,btw,91
1496,alli,91
1497,domest,91
1498,principl,91
1499,skill,91
1500,vipul,91
1501,recogn,91
1502,floppi,91
1503,pack,90
1504,beta,90
1505,honest,90
1506,core,90
1507,wing,90
1508,rapid,90
1509,lawyer,90
1510,style,90
1511,highlight,90
1512,estim,90
1513,opt,89
1514,defend,89
1515,magazin,89
1516,somewher,89
1517,unlik,89
1518,dell,89
1519,lifetim,89
1520,invit,89
1521,gnome,89
1522,eventu,89
1523,pipe,89
1524,fl,88
1525,beat,88
1526,planta,88
1527,role,88
1528,ftoc,88
1529,sensit,88
1530,comprehens,88
1531,task,88
1532,staff,88
1533,vehicl,88
1534,despit,87
1535,histor,87
1536,ground,87
1537,roman,87
1538,repeat,87
1539,modem,87
1540,constant,87
1541,babi,87
1542,audio,87
1543,eat,87
1544,biggest,87
1545,hair,87
1546,march,87
1547,pocket,87
1548,restor,87
1549,python,87
1550,map,87
1551,dns,87
1552,modern,87
1553,teledynam,87
1554,food,87
1555,revis,86
1556,convert,86
1557,complianc,86
1558,commentari,86
1559,impact,86
1560,bind,86
1561,strength,86
1562,eval,86
1563,suck,86
1564,favor,86
1565,picasso,86
1566,met,85
1567,exploit,85
1568,senior,85
1569,dragon,85
1570,british,85
1571,minimum,85
1572,interview,85
1573,shown,85
1574,conserv,85
1575,config,85
1576,coverag,85
1577,peter,85
1578,texa,84
1579,stabl,84
1580,mailbox,84
1581,equal,84
1582,mlm,84
1583,spot,84
1584,mile,84
1585,gave,84
1586,cds,84
1587,failur,84
1588,everybodi,84
1589,liber,84
1590,protocol,84
1591,doctor,84
1592,dont,84
1593,gentl,84
1594,beyond,84
1595,truli,84
1596,permit,84
1597,font,84
1598,employe,84
1599,les,84
1600,signal,83
1601,typic,83
1602,tx,83
1603,q,83
1604,optim,83
1605,synchron,83
1606,consider,83
1607,corpus,83
1608,visa,83
1609,brought,83
1610,auto,83
1611,slight,83
1612,reli,83
1613,tape,83
1614,calcul,82
1615,revok,82
1616,variabl,82
1617,crash,82
1618,al,82
1619,draw,82
1620,geeg,82
1621,distanc,82
1622,translat,82
1623,dial,82
1624,vast,82
1625,worst,82
1626,led,82
1627,showcas,82
1628,startup,82
1629,expir,82
1630,chines,82
1631,yesterday,81
1632,hidden,81
1633,stylus,81
1634,finish,81
1635,neighbor,81
1636,prove,81
1637,ie,81
1638,evil,81
1639,plant,81
1640,spent,81
1641,favorit,81
1642,crimin,81
1643,extern,81
1644,annoy,81
1645,broker,81
1646,boss,81
1647,imposs,81
1648,sir,80
1649,feet,80
1650,repair,80
1651,netscap,80
1652,pop,80
1653,bigger,80
1654,rare,80
1655,artist,80
1656,ran,80
1657,acknowledg,80
1658,foundat,80
1659,strang,80
1660,sole,80
1661,z,80
1662,retriev,80
1663,se,80
1664,bearer,80
1665,rebuild,79
1666,somebodi,79
1667,edward,79
1668,hack,79
1669,beauti,79
1670,autom,79
1671,evalu,79
1672,england,79
1673,scientist,79
1674,hotel,79
1675,safeti,79
1676,sport,79
1677,guidelin,79
1678,rob,79
1679,portion,79
1680,poverti,79
1681,equiti,79
1682,planet,79
1683,hell,79
1684,iiu,78
1685,minor,78
1686,summer,78
1687,push,78
1688,prescript,78
1689,hire,78
1690,station,78
1691,climat,78
1692,lie,78
1693,explor,78
1694,sunday,78
1695,restrict,78
1696,chicago,78
1697,antiqu,78
1698,spread,78
1699,ii,78
1700,jump,78
1701,bell,78
1702,strip,78
1703,scheme,78
1704,headlin,77
1705,currenc,77
1706,shape,77
1707,primari,77
1708,diseas,77
1709,radio,77
1710,fundament,77
1711,threaten,77
1712,epson,77
1713,becam,77
1714,recruit,77
1715,mount,77
1716,entertain,77
1717,vous,77
1718,para,77
1719,student,77
1720,craig,76
1721,proxi,76
1722,laser,76
1723,happier,76
1724,spamd,76
1725,merchant,76
1726,herb,76
1727,resum,76
1728,damag,76
1729,husband,76
1730,seed,76
1731,architectur,76
1732,recal,76
1733,protest,76
1734,hang,76
1735,odd,76
1736,mainten,76
1737,settlement,75
1738,sendmail,75
1739,stick,75
1740,exit,75
1741,disclaim,75
1742,muscl,75
1743,buyer,75
1744,remedi,75
1745,feroc,75
1746,van,75
1747,doubl,75
1748,prioriti,75
1749,viagra,75
1750,plug,75
1751,green,74
1752,ssh,74
1753,camera,74
1754,ticket,74
1755,hall,74
1756,wors,74
1757,exceed,74
1758,moor,74
1759,fantasi,74
1760,western,74
1761,creativ,74
1762,dozen,74
1763,somehow,74
1764,reg,74
1765,georg,74
1766,laugh,74
1767,luck,74
1768,prior,74
1769,feedback,74
1770,angl,74
1771,faith,74
1772,disappear,74
1773,pour,73
1774,tel,73
1775,oil,73
1776,reject,73
1777,bother,73
1778,kathmandu,73
1779,realiti,73
1780,broken,73
1781,anonym,73
1782,aspect,73
1783,usb,73
1784,hormon,73
1785,seminar,73
1786,child,73
1787,feed,73
1788,supplement,73
1789,batteri,73
1790,norton,73
1791,symbol,73
1792,shot,72
1793,entrepreneur,72
1794,parent,72
1795,arrang,72
1796,substanc,72
1797,eugen,72
1798,allianc,72
1799,convent,72
1800,authent,72
1801,appeal,72
1802,shall,72
1803,democraci,72
1804,encrypt,72
1805,acceler,72
1806,doc,72
1807,shock,72
1808,argu,72
1809,committe,72
1810,glad,71
1811,sponsorship,71
1812,legitim,71
1813,observ,71
1814,park,71
1815,electr,71
1816,mozilla,71
1817,statist,71
1818,convinc,71
1819,phrase,71
1820,à,71
1821,serial,71
1822,funni,71
1823,neither,71
1824,resolv,70
1825,auction,70
1826,queri,70
1827,east,70
1828,highest,70
